Sr_no,Marks,Code
1.0,421.0,310942
2.0,287.0,310942
3.0,100.0,310942
4.0,51.0,310942
5.0,73.0,310942
6.0,38.0,310942
7.0,447.0,310942
8.0,545.0,310942
9.0,97.0,310942
10.0,123.0,310942
11.0,82.0,310942
12.0,105.0,310942
13.0,360.0,310942
14.0,148.0,310942
15.0,484.0,310942
16.0,49.0,310942
17.0,383.0,310942
18.0,321.0,310942
19.0,649.0,310942
20.0,392.0,310942
21.0,400.0,310942
22.0,385.0,310942
23.0,433.0,310942
24.0,422.0,310942
25.0,305.0,310942
26.0,639.0,310942
27.0,175.0,310942
28.0,76.0,310942
29.0,33.0,310942
30.0,481.0,310942
31.0,59.0,310942
32.0,39.0,310942
33.0,65.0,310942
34.0,314.0,310942
35.0,407.0,310942
36.0,83.0,310942
37.0,118.0,310942
38.0,128.0,310942
39.0,135.0,310942
40.0,555.0,310942
41.0,70.0,310942
42.0,381.0,310942
43.0,533.0,310942
44.0,364.0,310942
45.0,279.0,310942
46.0,167.0,310942
47.0,138.0,310942
48.0,188.0,310942
49.0,532.0,310942
50.0,47.0,310942
51.0,564.0,310942
52.0,86.0,310942
53.0,379.0,310942
54.0,135.0,310942
55.0,554.0,310942
56.0,453.0,310942
57.0,126.0,310942
58.0,528.0,310942
59.0,128.0,310942
60.0,300.0,310942
61.0,390.0,310942
62.0,354.0,310942
63.0,47.0,310942
64.0,333.0,310942
65.0,81.0,310942
66.0,582.0,310942
67.0,260.0,310942
68.0,107.0,310942
69.0,647.0,310942
70.0,75.0,310942
71.0,379.0,310942
72.0,288.0,310942
73.0,511.0,310942
74.0,270.0,310942
75.0,39.0,310942
76.0,366.0,310942
77.0,223.0,310942
78.0,122.0,310942
79.0,132.0,310942
80.0,252.0,310942
81.0,78.0,310942
82.0,257.0,310942
83.0,145.0,310942
84.0,153.0,310942
85.0,379.0,310942
86.0,229.0,310942
87.0,177.0,310942
88.0,125.0,310942
89.0,95.0,310942
90.0,262.0,310942
91.0,109.0,310942
92.0,387.0,310942
93.0,350.0,310942
94.0,622.0,310942
95.0,615.0,310942
96.0,120.0,310942
97.0,310.0,310942
98.0,425.0,310942
99.0,474.0,310942
100.0,181.0,310942
101.0,184.0,310942
102.0,29.0,310942
103.0,180.0,310942
104.0,58.0,310942
105.0,275.0,310942
106.0,461.0,310942
107.0,478.0,310942
108.0,280.0,310942
109.0,0.0,310942
110.0,324.0,310942
111.0,399.0,310942
112.0,78.0,310942
113.0,273.0,310942
114.0,624.0,310942
115.0,20.0,310942
116.0,273.0,310942
117.0,209.0,310942
118.0,133.0,310942
119.0,377.0,310942
120.0,143.0,310942
121.0,48.0,310942
122.0,100.0,310942
123.0,390.0,310942
124.0,31.0,310942
125.0,617.0,310942
126.0,285.0,310942
127.0,337.0,310942
128.0,122.0,310942
129.0,564.0,310942
130.0,406.0,310942
131.0,543.0,310942
132.0,16.0,310942
133.0,14.0,310942
134.0,39.0,310942
135.0,301.0,310942
136.0,398.0,310942
137.0,351.0,310942
138.0,206.0,310942
139.0,229.0,310942
140.0,176.0,310942
141.0,307.0,310942
142.0,332.0,310942
143.0,247.0,310942
