Sr_no,Marks,Code
1.0,574.0,221201
2.0,230.0,221201
3.0,19.0,221201
4.0,357.0,221201
5.0,325.0,221201
6.0,303.0,221201
7.0,484.0,221201
8.0,125.0,221201
9.0,317.0,221201
10.0,372.0,221201
11.0,29.0,221201
12.0,282.0,221201
13.0,128.0,221201
14.0,595.0,221201
15.0,220.0,221201
16.0,586.0,221201
17.0,607.0,221201
18.0,344.0,221201
19.0,239.0,221201
20.0,94.0,221201
21.0,255.0,221201
22.0,312.0,221201
23.0,148.0,221201
24.0,282.0,221201
25.0,499.0,221201
26.0,113.0,221201
27.0,233.0,221201
28.0,529.0,221201
29.0,137.0,221201
30.0,268.0,221201
31.0,483.0,221201
32.0,136.0,221201
33.0,273.0,221201
34.0,272.0,221201
35.0,398.0,221201
36.0,102.0,221201
37.0,454.0,221201
38.0,197.0,221201
39.0,135.0,221201
40.0,81.0,221201
41.0,525.0,221201
42.0,176.0,221201
43.0,204.0,221201
44.0,116.0,221201
45.0,44.0,221201
46.0,205.0,221201
47.0,300.0,221201
48.0,122.0,221201
49.0,340.0,221201
50.0,126.0,221201
51.0,530.0,221201
52.0,200.0,221201
53.0,204.0,221201
54.0,315.0,221201
55.0,557.0,221201
56.0,257.0,221201
57.0,450.0,221201
58.0,555.0,221201
59.0,259.0,221201
60.0,274.0,221201
61.0,580.0,221201
62.0,165.0,221201
63.0,355.0,221201
64.0,76.0,221201
65.0,566.0,221201
66.0,483.0,221201
67.0,297.0,221201
68.0,371.0,221201
69.0,563.0,221201
70.0,110.0,221201
71.0,150.0,221201
72.0,240.0,221201
73.0,132.0,221201
74.0,429.0,221201
75.0,227.0,221201
76.0,517.0,221201
77.0,35.0,221201
78.0,229.0,221201
79.0,235.0,221201
80.0,230.0,221201
81.0,95.0,221201
82.0,210.0,221201
83.0,521.0,221201
84.0,388.0,221201
85.0,263.0,221201
86.0,243.0,221201
87.0,25.0,221201
88.0,326.0,221201
89.0,116.0,221201
90.0,569.0,221201
91.0,149.0,221201
92.0,107.0,221201
93.0,169.0,221201
94.0,263.0,221201
95.0,489.0,221201
96.0,268.0,221201
97.0,143.0,221201
98.0,261.0,221201
99.0,122.0,221201
100.0,523.0,221201
101.0,455.0,221201
102.0,444.0,221201
103.0,294.0,221201
104.0,73.0,221201
105.0,108.0,221201
106.0,98.0,221201
107.0,235.0,221201
108.0,293.0,221201
109.0,195.0,221201
110.0,107.0,221201
111.0,255.0,221201
112.0,230.0,221201
113.0,282.0,221201
114.0,649.0,221201
115.0,104.0,221201
116.0,244.0,221201
117.0,396.0,221201
118.0,126.0,221201
119.0,231.0,221201
120.0,263.0,221201
121.0,205.0,221201
122.0,161.0,221201
123.0,290.0,221201
124.0,469.0,221201
125.0,315.0,221201
126.0,656.0,221201
127.0,464.0,221201
128.0,411.0,221201
129.0,292.0,221201
130.0,32.0,221201
131.0,367.0,221201
132.0,246.0,221201
133.0,169.0,221201
134.0,86.0,221201
135.0,121.0,221201
136.0,571.0,221201
137.0,260.0,221201
138.0,189.0,221201
139.0,105.0,221201
140.0,322.0,221201
141.0,158.0,221201
142.0,342.0,221201
143.0,510.0,221201
144.0,318.0,221201
145.0,487.0,221201
146.0,291.0,221201
147.0,493.0,221201
148.0,166.0,221201
149.0,184.0,221201
150.0,155.0,221201
151.0,170.0,221201
152.0,365.0,221201
153.0,546.0,221201
154.0,599.0,221201
155.0,149.0,221201
156.0,387.0,221201
157.0,93.0,221201
158.0,282.0,221201
159.0,114.0,221201
160.0,327.0,221201
161.0,292.0,221201
162.0,210.0,221201
163.0,276.0,221201
164.0,307.0,221201
165.0,90.0,221201
166.0,160.0,221201
167.0,352.0,221201
168.0,462.0,221201
169.0,155.0,221201
170.0,175.0,221201
171.0,483.0,221201
172.0,72.0,221201
173.0,453.0,221201
174.0,159.0,221201
175.0,700.0,221201
176.0,426.0,221201
177.0,95.0,221201
178.0,174.0,221201
179.0,200.0,221201
180.0,304.0,221201
181.0,547.0,221201
182.0,330.0,221201
183.0,487.0,221201
184.0,90.0,221201
185.0,367.0,221201
186.0,194.0,221201
187.0,129.0,221201
188.0,194.0,221201
189.0,231.0,221201
190.0,334.0,221201
191.0,520.0,221201
192.0,627.0,221201
193.0,90.0,221201
194.0,404.0,221201
195.0,210.0,221201
196.0,45.0,221201
197.0,206.0,221201
198.0,144.0,221201
199.0,81.0,221201
200.0,118.0,221201
201.0,93.0,221201
202.0,123.0,221201
203.0,519.0,221201
204.0,250.0,221201
205.0,487.0,221201
206.0,108.0,221201
207.0,465.0,221201
208.0,166.0,221201
209.0,330.0,221201
210.0,265.0,221201
211.0,204.0,221201
212.0,63.0,221201
213.0,37.0,221201
214.0,115.0,221201
215.0,251.0,221201
216.0,492.0,221201
217.0,261.0,221201
218.0,627.0,221201
219.0,205.0,221201
220.0,411.0,221201
221.0,375.0,221201
222.0,285.0,221201
223.0,189.0,221201
224.0,55.0,221201
225.0,137.0,221201
226.0,365.0,221201
227.0,30.0,221201
228.0,621.0,221201
229.0,298.0,221201
230.0,394.0,221201
231.0,201.0,221201
232.0,80.0,221201
