Sr_no,Marks,Code
1.0,119.0,200207
2.0,158.0,200207
3.0,221.0,200207
4.0,164.0,200207
5.0,548.0,200207
6.0,240.0,200207
7.0,122.0,200207
8.0,36.0,200207
9.0,193.0,200207
10.0,452.0,200207
11.0,140.0,200207
12.0,338.0,200207
13.0,417.0,200207
14.0,115.0,200207
15.0,305.0,200207
16.0,90.0,200207
17.0,551.0,200207
18.0,250.0,200207
19.0,33.0,200207
20.0,260.0,200207
21.0,138.0,200207
22.0,676.0,200207
23.0,300.0,200207
24.0,101.0,200207
25.0,48.0,200207
26.0,70.0,200207
27.0,192.0,200207
28.0,291.0,200207
29.0,275.0,200207
30.0,81.0,200207
301.0,585.0,200207
302.0,29.0,200207
303.0,121.0,200207
304.0,80.0,200207
305.0,232.0,200207
306.0,577.0,200207
307.0,309.0,200207
308.0,303.0,200207
309.0,60.0,200207
310.0,435.0,200207
311.0,604.0,200207
312.0,86.0,200207
313.0,175.0,200207
314.0,247.0,200207
315.0,304.0,200207
316.0,113.0,200207
317.0,310.0,200207
318.0,-14.0,200207
319.0,50.0,200207
320.0,7.0,200207
321.0,233.0,200207
322.0,379.0,200207
323.0,352.0,200207
324.0,93.0,200207
325.0,250.0,200207
326.0,228.0,200207
327.0,287.0,200207
328.0,158.0,200207
329.0,137.0,200207
330.0,642.0,200207
31.0,628.0,200207
32.0,234.0,200207
33.0,167.0,200207
34.0,192.0,200207
35.0,55.0,200207
36.0,351.0,200207
37.0,335.0,200207
38.0,147.0,200207
39.0,20.0,200207
40.0,251.0,200207
41.0,343.0,200207
42.0,297.0,200207
43.0,90.0,200207
44.0,621.0,200207
45.0,163.0,200207
46.0,555.0,200207
47.0,261.0,200207
48.0,84.0,200207
49.0,170.0,200207
50.0,186.0,200207
51.0,497.0,200207
52.0,154.0,200207
53.0,250.0,200207
54.0,413.0,200207
55.0,205.0,200207
56.0,135.0,200207
57.0,531.0,200207
58.0,194.0,200207
59.0,209.0,200207
60.0,50.0,200207
331.0,508.0,200207
332.0,425.0,200207
333.0,198.0,200207
334.0,141.0,200207
335.0,673.0,200207
336.0,137.0,200207
337.0,46.0,200207
338.0,101.0,200207
339.0,363.0,200207
340.0,618.0,200207
341.0,204.0,200207
342.0,196.0,200207
343.0,555.0,200207
344.0,187.0,200207
345.0,192.0,200207
346.0,584.0,200207
347.0,261.0,200207
348.0,166.0,200207
349.0,118.0,200207
350.0,77.0,200207
351.0,461.0,200207
352.0,186.0,200207
353.0,205.0,200207
354.0,375.0,200207
355.0,398.0,200207
356.0,107.0,200207
357.0,297.0,200207
358.0,310.0,200207
359.0,139.0,200207
360.0,170.0,200207
61.0,155.0,200207
62.0,67.0,200207
63.0,95.0,200207
64.0,58.0,200207
65.0,393.0,200207
66.0,322.0,200207
67.0,177.0,200207
68.0,269.0,200207
69.0,147.0,200207
70.0,252.0,200207
71.0,627.0,200207
72.0,243.0,200207
73.0,436.0,200207
74.0,450.0,200207
75.0,615.0,200207
76.0,229.0,200207
77.0,318.0,200207
78.0,86.0,200207
79.0,233.0,200207
80.0,597.0,200207
81.0,446.0,200207
82.0,319.0,200207
83.0,80.0,200207
84.0,179.0,200207
85.0,145.0,200207
86.0,135.0,200207
87.0,249.0,200207
88.0,90.0,200207
89.0,670.0,200207
90.0,343.0,200207
361.0,141.0,200207
362.0,18.0,200207
363.0,246.0,200207
364.0,111.0,200207
365.0,450.0,200207
366.0,368.0,200207
367.0,258.0,200207
368.0,297.0,200207
369.0,143.0,200207
370.0,236.0,200207
371.0,152.0,200207
372.0,573.0,200207
373.0,73.0,200207
374.0,176.0,200207
375.0,88.0,200207
376.0,376.0,200207
377.0,197.0,200207
378.0,183.0,200207
379.0,104.0,200207
380.0,93.0,200207
381.0,236.0,200207
382.0,332.0,200207
383.0,146.0,200207
384.0,188.0,200207
385.0,75.0,200207
386.0,265.0,200207
387.0,543.0,200207
388.0,515.0,200207
389.0,124.0,200207
390.0,115.0,200207
91.0,176.0,200207
92.0,237.0,200207
93.0,222.0,200207
94.0,357.0,200207
95.0,563.0,200207
96.0,104.0,200207
97.0,484.0,200207
98.0,118.0,200207
99.0,369.0,200207
100.0,46.0,200207
101.0,346.0,200207
102.0,360.0,200207
103.0,236.0,200207
104.0,109.0,200207
105.0,589.0,200207
106.0,559.0,200207
107.0,146.0,200207
108.0,180.0,200207
109.0,451.0,200207
110.0,505.0,200207
111.0,328.0,200207
112.0,429.0,200207
113.0,338.0,200207
114.0,72.0,200207
115.0,115.0,200207
116.0,378.0,200207
117.0,666.0,200207
118.0,109.0,200207
119.0,87.0,200207
120.0,104.0,200207
391.0,168.0,200207
392.0,61.0,200207
393.0,302.0,200207
394.0,228.0,200207
395.0,210.0,200207
396.0,38.0,200207
397.0,213.0,200207
398.0,141.0,200207
399.0,299.0,200207
400.0,127.0,200207
401.0,153.0,200207
402.0,56.0,200207
403.0,55.0,200207
404.0,101.0,200207
405.0,146.0,200207
406.0,261.0,200207
407.0,304.0,200207
408.0,399.0,200207
409.0,197.0,200207
410.0,299.0,200207
411.0,75.0,200207
412.0,171.0,200207
413.0,117.0,200207
414.0,257.0,200207
415.0,62.0,200207
416.0,128.0,200207
417.0,189.0,200207
418.0,474.0,200207
419.0,79.0,200207
420.0,217.0,200207
121.0,561.0,200207
122.0,586.0,200207
123.0,314.0,200207
124.0,366.0,200207
125.0,221.0,200207
126.0,134.0,200207
127.0,530.0,200207
128.0,130.0,200207
129.0,301.0,200207
130.0,596.0,200207
131.0,627.0,200207
132.0,45.0,200207
133.0,98.0,200207
134.0,145.0,200207
135.0,151.0,200207
136.0,191.0,200207
137.0,244.0,200207
138.0,295.0,200207
139.0,162.0,200207
140.0,105.0,200207
141.0,322.0,200207
142.0,67.0,200207
143.0,361.0,200207
144.0,24.0,200207
145.0,511.0,200207
146.0,50.0,200207
147.0,390.0,200207
148.0,471.0,200207
149.0,140.0,200207
150.0,111.0,200207
421.0,650.0,200207
422.0,218.0,200207
423.0,567.0,200207
424.0,230.0,200207
425.0,148.0,200207
426.0,18.0,200207
427.0,377.0,200207
428.0,691.0,200207
429.0,493.0,200207
430.0,148.0,200207
431.0,146.0,200207
432.0,217.0,200207
433.0,554.0,200207
434.0,199.0,200207
435.0,299.0,200207
436.0,105.0,200207
437.0,196.0,200207
438.0,459.0,200207
439.0,522.0,200207
440.0,126.0,200207
441.0,55.0,200207
442.0,176.0,200207
443.0,93.0,200207
444.0,504.0,200207
445.0,505.0,200207
446.0,198.0,200207
447.0,420.0,200207
448.0,341.0,200207
449.0,407.0,200207
450.0,577.0,200207
151.0,137.0,200207
152.0,91.0,200207
153.0,280.0,200207
154.0,156.0,200207
155.0,537.0,200207
156.0,94.0,200207
157.0,399.0,200207
158.0,102.0,200207
159.0,160.0,200207
160.0,261.0,200207
161.0,307.0,200207
162.0,204.0,200207
163.0,534.0,200207
164.0,509.0,200207
165.0,79.0,200207
166.0,405.0,200207
167.0,266.0,200207
168.0,64.0,200207
169.0,277.0,200207
170.0,63.0,200207
171.0,596.0,200207
172.0,505.0,200207
173.0,596.0,200207
174.0,171.0,200207
175.0,101.0,200207
176.0,116.0,200207
177.0,231.0,200207
178.0,603.0,200207
179.0,164.0,200207
180.0,280.0,200207
451.0,104.0,200207
452.0,288.0,200207
453.0,143.0,200207
454.0,34.0,200207
455.0,240.0,200207
456.0,127.0,200207
457.0,118.0,200207
458.0,98.0,200207
459.0,363.0,200207
460.0,95.0,200207
461.0,346.0,200207
462.0,186.0,200207
463.0,54.0,200207
464.0,590.0,200207
465.0,556.0,200207
466.0,75.0,200207
467.0,114.0,200207
468.0,121.0,200207
469.0,85.0,200207
470.0,249.0,200207
471.0,176.0,200207
472.0,197.0,200207
473.0,458.0,200207
474.0,187.0,200207
475.0,479.0,200207
476.0,254.0,200207
477.0,223.0,200207
478.0,145.0,200207
479.0,342.0,200207
480.0,151.0,200207
181.0,99.0,200207
182.0,456.0,200207
183.0,577.0,200207
184.0,69.0,200207
185.0,374.0,200207
186.0,583.0,200207
187.0,302.0,200207
188.0,250.0,200207
189.0,299.0,200207
190.0,115.0,200207
191.0,387.0,200207
192.0,116.0,200207
193.0,124.0,200207
194.0,468.0,200207
195.0,575.0,200207
196.0,276.0,200207
197.0,131.0,200207
198.0,250.0,200207
199.0,348.0,200207
200.0,250.0,200207
201.0,40.0,200207
202.0,217.0,200207
203.0,229.0,200207
204.0,295.0,200207
205.0,44.0,200207
206.0,40.0,200207
207.0,429.0,200207
208.0,135.0,200207
209.0,182.0,200207
210.0,123.0,200207
481.0,91.0,200207
482.0,170.0,200207
483.0,533.0,200207
484.0,669.0,200207
485.0,441.0,200207
486.0,70.0,200207
487.0,305.0,200207
488.0,155.0,200207
489.0,110.0,200207
490.0,299.0,200207
211.0,147.0,200207
212.0,569.0,200207
213.0,30.0,200207
214.0,120.0,200207
215.0,477.0,200207
216.0,116.0,200207
217.0,151.0,200207
218.0,556.0,200207
219.0,168.0,200207
220.0,163.0,200207
221.0,116.0,200207
222.0,181.0,200207
223.0,371.0,200207
224.0,174.0,200207
225.0,323.0,200207
226.0,119.0,200207
227.0,541.0,200207
228.0,179.0,200207
229.0,370.0,200207
230.0,108.0,200207
231.0,297.0,200207
232.0,167.0,200207
233.0,380.0,200207
234.0,336.0,200207
235.0,265.0,200207
236.0,337.0,200207
237.0,96.0,200207
238.0,101.0,200207
239.0,312.0,200207
240.0,597.0,200207
241.0,318.0,200207
242.0,450.0,200207
243.0,492.0,200207
244.0,390.0,200207
245.0,569.0,200207
246.0,194.0,200207
247.0,269.0,200207
248.0,181.0,200207
249.0,105.0,200207
250.0,570.0,200207
