Sr_no,Marks,Code
1.0,93.0,361402
2.0,445.0,361402
3.0,60.0,361402
4.0,180.0,361402
5.0,64.0,361402
6.0,110.0,361402
7.0,376.0,361402
8.0,65.0,361402
9.0,134.0,361402
10.0,63.0,361402
11.0,93.0,361402
12.0,54.0,361402
13.0,31.0,361402
14.0,117.0,361402
15.0,69.0,361402
16.0,316.0,361402
17.0,160.0,361402
18.0,110.0,361402
19.0,105.0,361402
20.0,145.0,361402
21.0,174.0,361402
22.0,161.0,361402
23.0,36.0,361402
24.0,136.0,361402
25.0,4.0,361402
26.0,66.0,361402
27.0,53.0,361402
28.0,56.0,361402
29.0,20.0,361402
30.0,105.0,361402
31.0,33.0,361402
32.0,79.0,361402
33.0,90.0,361402
34.0,65.0,361402
35.0,382.0,361402
36.0,222.0,361402
37.0,299.0,361402
38.0,171.0,361402
39.0,387.0,361402
40.0,91.0,361402
41.0,307.0,361402
42.0,115.0,361402
43.0,113.0,361402
44.0,199.0,361402
45.0,59.0,361402
46.0,51.0,361402
47.0,190.0,361402
48.0,35.0,361402
49.0,66.0,361402
50.0,120.0,361402
51.0,42.0,361402
52.0,93.0,361402
53.0,177.0,361402
54.0,479.0,361402
55.0,260.0,361402
56.0,25.0,361402
57.0,41.0,361402
58.0,107.0,361402
59.0,51.0,361402
60.0,-15.0,361402
61.0,62.0,361402
62.0,247.0,361402
63.0,172.0,361402
64.0,75.0,361402
65.0,25.0,361402
66.0,21.0,361402
67.0,121.0,361402
68.0,67.0,361402
69.0,53.0,361402
70.0,176.0,361402
71.0,266.0,361402
72.0,65.0,361402
73.0,57.0,361402
74.0,309.0,361402
75.0,50.0,361402
76.0,75.0,361402
77.0,113.0,361402
78.0,420.0,361402
79.0,93.0,361402
80.0,-12.0,361402
81.0,206.0,361402
82.0,160.0,361402
83.0,189.0,361402
84.0,68.0,361402
85.0,60.0,361402
86.0,13.0,361402
87.0,357.0,361402
88.0,115.0,361402
89.0,208.0,361402
90.0,56.0,361402
91.0,115.0,361402
92.0,172.0,361402
93.0,40.0,361402
94.0,134.0,361402
95.0,280.0,361402
96.0,199.0,361402
97.0,116.0,361402
98.0,299.0,361402
99.0,137.0,361402
100.0,33.0,361402
101.0,569.0,361402
102.0,0.0,361402
103.0,240.0,361402
104.0,98.0,361402
105.0,51.0,361402
106.0,105.0,361402
107.0,75.0,361402
108.0,95.0,361402
109.0,265.0,361402
110.0,171.0,361402
111.0,31.0,361402
112.0,172.0,361402
113.0,60.0,361402
114.0,152.0,361402
115.0,172.0,361402
116.0,33.0,361402
117.0,356.0,361402
118.0,275.0,361402
119.0,150.0,361402
120.0,130.0,361402
121.0,123.0,361402
122.0,150.0,361402
123.0,134.0,361402
124.0,176.0,361402
125.0,45.0,361402
126.0,70.0,361402
127.0,428.0,361402
128.0,67.0,361402
129.0,257.0,361402
130.0,94.0,361402
131.0,38.0,361402
132.0,154.0,361402
133.0,54.0,361402
134.0,62.0,361402
135.0,76.0,361402
136.0,410.0,361402
137.0,30.0,361402
138.0,144.0,361402
139.0,164.0,361402
140.0,536.0,361402
141.0,119.0,361402
142.0,252.0,361402
143.0,103.0,361402
144.0,59.0,361402
145.0,60.0,361402
146.0,200.0,361402
147.0,246.0,361402
148.0,24.0,361402
149.0,404.0,361402
150.0,138.0,361402
151.0,75.0,361402
152.0,121.0,361402
153.0,72.0,361402
154.0,150.0,361402
155.0,47.0,361402
156.0,89.0,361402
157.0,76.0,361402
158.0,244.0,361402
159.0,113.0,361402
160.0,15.0,361402
161.0,123.0,361402
162.0,100.0,361402
163.0,96.0,361402
164.0,102.0,361402
165.0,169.0,361402
166.0,32.0,361402
167.0,85.0,361402
168.0,318.0,361402
169.0,161.0,361402
170.0,80.0,361402
171.0,215.0,361402
172.0,127.0,361402
173.0,29.0,361402
174.0,0.0,361402
175.0,102.0,361402
176.0,243.0,361402
177.0,33.0,361402
178.0,81.0,361402
179.0,4.0,361402
180.0,130.0,361402
181.0,135.0,361402
182.0,102.0,361402
183.0,88.0,361402
184.0,88.0,361402
185.0,70.0,361402
186.0,65.0,361402
187.0,85.0,361402
188.0,56.0,361402
189.0,66.0,361402
190.0,165.0,361402
191.0,138.0,361402
192.0,74.0,361402
193.0,199.0,361402
194.0,95.0,361402
195.0,188.0,361402
196.0,70.0,361402
197.0,63.0,361402
198.0,29.0,361402
199.0,332.0,361402
200.0,65.0,361402
201.0,159.0,361402
202.0,35.0,361402
203.0,230.0,361402
204.0,39.0,361402
205.0,556.0,361402
206.0,52.0,361402
207.0,16.0,361402
208.0,47.0,361402
209.0,59.0,361402
210.0,158.0,361402
211.0,45.0,361402
212.0,120.0,361402
213.0,129.0,361402
214.0,56.0,361402
215.0,180.0,361402
216.0,46.0,361402
217.0,65.0,361402
218.0,140.0,361402
219.0,213.0,361402
220.0,83.0,361402
221.0,52.0,361402
222.0,153.0,361402
223.0,79.0,361402
224.0,100.0,361402
225.0,96.0,361402
226.0,186.0,361402
227.0,101.0,361402
228.0,29.0,361402
229.0,135.0,361402
230.0,257.0,361402
231.0,61.0,361402
232.0,177.0,361402
233.0,75.0,361402
234.0,115.0,361402
235.0,273.0,361402
236.0,164.0,361402
237.0,101.0,361402
238.0,100.0,361402
239.0,30.0,361402
240.0,316.0,361402
241.0,160.0,361402
242.0,251.0,361402
243.0,47.0,361402
244.0,97.0,361402
245.0,298.0,361402
246.0,41.0,361402
247.0,32.0,361402
248.0,55.0,361402
249.0,291.0,361402
