Sr_no,Marks,Code
1.0,100.0,150238
2.0,32.0,150238
3.0,132.0,150238
4.0,636.0,150238
5.0,74.0,150238
6.0,230.0,150238
7.0,322.0,150238
8.0,186.0,150238
9.0,289.0,150238
10.0,167.0,150238
11.0,569.0,150238
12.0,305.0,150238
13.0,0.0,150238
14.0,238.0,150238
15.0,113.0,150238
16.0,12.0,150238
17.0,364.0,150238
18.0,144.0,150238
19.0,79.0,150238
20.0,290.0,150238
21.0,128.0,150238
22.0,614.0,150238
23.0,114.0,150238
24.0,60.0,150238
25.0,166.0,150238
26.0,103.0,150238
27.0,354.0,150238
28.0,338.0,150238
29.0,263.0,150238
30.0,190.0,150238
301.0,66.0,150238
302.0,60.0,150238
303.0,46.0,150238
304.0,62.0,150238
305.0,113.0,150238
306.0,90.0,150238
307.0,55.0,150238
308.0,243.0,150238
309.0,119.0,150238
310.0,202.0,150238
311.0,303.0,150238
312.0,121.0,150238
313.0,349.0,150238
314.0,63.0,150238
315.0,618.0,150238
316.0,593.0,150238
317.0,184.0,150238
318.0,70.0,150238
319.0,225.0,150238
320.0,127.0,150238
321.0,141.0,150238
322.0,22.0,150238
323.0,91.0,150238
324.0,172.0,150238
325.0,216.0,150238
326.0,195.0,150238
327.0,68.0,150238
328.0,107.0,150238
329.0,700.0,150238
330.0,480.0,150238
31.0,69.0,150238
32.0,53.0,150238
33.0,586.0,150238
34.0,85.0,150238
35.0,29.0,150238
36.0,115.0,150238
37.0,121.0,150238
38.0,92.0,150238
39.0,20.0,150238
40.0,428.0,150238
41.0,38.0,150238
42.0,47.0,150238
43.0,132.0,150238
44.0,649.0,150238
45.0,90.0,150238
46.0,613.0,150238
47.0,45.0,150238
48.0,249.0,150238
49.0,125.0,150238
50.0,73.0,150238
51.0,113.0,150238
52.0,95.0,150238
53.0,115.0,150238
54.0,81.0,150238
55.0,70.0,150238
56.0,30.0,150238
57.0,86.0,150238
58.0,342.0,150238
59.0,195.0,150238
60.0,81.0,150238
331.0,150.0,150238
332.0,212.0,150238
333.0,406.0,150238
334.0,88.0,150238
335.0,113.0,150238
336.0,155.0,150238
337.0,512.0,150238
