Sr_no,Marks,Code
1.0,240.0,280114
2.0,277.0,280114
3.0,141.0,280114
4.0,608.0,280114
5.0,340.0,280114
6.0,247.0,280114
7.0,122.0,280114
8.0,321.0,280114
9.0,616.0,280114
10.0,138.0,280114
11.0,577.0,280114
12.0,58.0,280114
13.0,68.0,280114
14.0,180.0,280114
15.0,252.0,280114
16.0,196.0,280114
17.0,299.0,280114
18.0,321.0,280114
19.0,452.0,280114
20.0,104.0,280114
21.0,99.0,280114
22.0,263.0,280114
23.0,183.0,280114
24.0,362.0,280114
25.0,43.0,280114
26.0,188.0,280114
27.0,68.0,280114
28.0,80.0,280114
29.0,559.0,280114
30.0,100.0,280114
301.0,225.0,280114
302.0,641.0,280114
303.0,20.0,280114
304.0,160.0,280114
305.0,78.0,280114
306.0,73.0,280114
307.0,164.0,280114
308.0,96.0,280114
309.0,90.0,280114
310.0,142.0,280114
311.0,187.0,280114
312.0,70.0,280114
313.0,123.0,280114
314.0,110.0,280114
315.0,381.0,280114
316.0,399.0,280114
317.0,169.0,280114
318.0,210.0,280114
319.0,231.0,280114
320.0,275.0,280114
321.0,150.0,280114
322.0,79.0,280114
323.0,174.0,280114
324.0,268.0,280114
325.0,105.0,280114
326.0,45.0,280114
327.0,170.0,280114
328.0,103.0,280114
329.0,50.0,280114
330.0,150.0,280114
31.0,0.0,280114
32.0,139.0,280114
33.0,390.0,280114
34.0,105.0,280114
35.0,334.0,280114
36.0,120.0,280114
37.0,230.0,280114
38.0,209.0,280114
39.0,267.0,280114
40.0,50.0,280114
41.0,118.0,280114
42.0,223.0,280114
43.0,104.0,280114
44.0,126.0,280114
45.0,125.0,280114
46.0,14.0,280114
47.0,255.0,280114
48.0,469.0,280114
49.0,287.0,280114
50.0,123.0,280114
51.0,177.0,280114
52.0,122.0,280114
53.0,100.0,280114
54.0,309.0,280114
55.0,133.0,280114
56.0,300.0,280114
57.0,352.0,280114
58.0,340.0,280114
59.0,208.0,280114
60.0,65.0,280114
331.0,117.0,280114
332.0,254.0,280114
333.0,91.0,280114
334.0,164.0,280114
335.0,64.0,280114
336.0,665.0,280114
337.0,81.0,280114
338.0,83.0,280114
339.0,193.0,280114
340.0,267.0,280114
341.0,661.0,280114
61.0,188.0,280114
62.0,581.0,280114
63.0,62.0,280114
64.0,594.0,280114
65.0,307.0,280114
66.0,360.0,280114
67.0,38.0,280114
68.0,105.0,280114
69.0,115.0,280114
70.0,104.0,280114
71.0,40.0,280114
72.0,70.0,280114
73.0,500.0,280114
74.0,162.0,280114
75.0,69.0,280114
76.0,340.0,280114
77.0,40.0,280114
78.0,253.0,280114
79.0,168.0,280114
80.0,212.0,280114
81.0,95.0,280114
82.0,156.0,280114
83.0,29.0,280114
84.0,217.0,280114
85.0,130.0,280114
86.0,615.0,280114
87.0,115.0,280114
88.0,94.0,280114
89.0,79.0,280114
90.0,95.0,280114
91.0,313.0,280114
92.0,247.0,280114
