Sr_no,Marks,Code
1.0,329.0,440106
2.0,123.0,440106
3.0,435.0,440106
4.0,81.0,440106
5.0,98.0,440106
6.0,151.0,440106
7.0,493.0,440106
8.0,276.0,440106
9.0,317.0,440106
10.0,68.0,440106
11.0,53.0,440106
12.0,383.0,440106
13.0,35.0,440106
14.0,456.0,440106
15.0,122.0,440106
16.0,232.0,440106
17.0,157.0,440106
18.0,312.0,440106
19.0,220.0,440106
20.0,449.0,440106
21.0,507.0,440106
22.0,188.0,440106
23.0,142.0,440106
24.0,146.0,440106
25.0,81.0,440106
26.0,119.0,440106
27.0,68.0,440106
28.0,358.0,440106
29.0,177.0,440106
30.0,71.0,440106
301.0,325.0,440106
302.0,81.0,440106
303.0,53.0,440106
304.0,316.0,440106
305.0,323.0,440106
306.0,106.0,440106
307.0,224.0,440106
308.0,156.0,440106
309.0,77.0,440106
310.0,100.0,440106
311.0,262.0,440106
312.0,75.0,440106
313.0,112.0,440106
314.0,25.0,440106
315.0,215.0,440106
316.0,15.0,440106
317.0,607.0,440106
318.0,97.0,440106
319.0,456.0,440106
320.0,570.0,440106
321.0,408.0,440106
322.0,513.0,440106
323.0,227.0,440106
324.0,140.0,440106
325.0,101.0,440106
326.0,366.0,440106
327.0,397.0,440106
328.0,144.0,440106
329.0,88.0,440106
330.0,164.0,440106
31.0,66.0,440106
32.0,98.0,440106
33.0,251.0,440106
34.0,205.0,440106
35.0,56.0,440106
36.0,24.0,440106
37.0,30.0,440106
38.0,186.0,440106
39.0,121.0,440106
40.0,140.0,440106
41.0,148.0,440106
42.0,486.0,440106
43.0,428.0,440106
44.0,95.0,440106
45.0,390.0,440106
46.0,124.0,440106
47.0,260.0,440106
48.0,123.0,440106
49.0,317.0,440106
50.0,415.0,440106
51.0,66.0,440106
52.0,640.0,440106
53.0,330.0,440106
54.0,206.0,440106
55.0,305.0,440106
56.0,287.0,440106
57.0,558.0,440106
58.0,117.0,440106
59.0,176.0,440106
60.0,236.0,440106
331.0,39.0,440106
332.0,184.0,440106
333.0,126.0,440106
334.0,139.0,440106
335.0,176.0,440106
336.0,172.0,440106
337.0,274.0,440106
338.0,104.0,440106
339.0,220.0,440106
340.0,641.0,440106
341.0,299.0,440106
342.0,306.0,440106
343.0,180.0,440106
344.0,91.0,440106
345.0,87.0,440106
346.0,350.0,440106
347.0,630.0,440106
348.0,177.0,440106
349.0,185.0,440106
350.0,403.0,440106
351.0,45.0,440106
352.0,345.0,440106
353.0,161.0,440106
354.0,43.0,440106
355.0,652.0,440106
356.0,682.0,440106
357.0,405.0,440106
358.0,50.0,440106
359.0,77.0,440106
360.0,182.0,440106
61.0,153.0,440106
62.0,435.0,440106
63.0,95.0,440106
64.0,188.0,440106
65.0,370.0,440106
66.0,91.0,440106
67.0,523.0,440106
68.0,519.0,440106
69.0,685.0,440106
70.0,145.0,440106
71.0,255.0,440106
72.0,65.0,440106
73.0,56.0,440106
74.0,370.0,440106
75.0,124.0,440106
76.0,34.0,440106
77.0,233.0,440106
78.0,559.0,440106
79.0,427.0,440106
80.0,94.0,440106
81.0,170.0,440106
82.0,327.0,440106
83.0,616.0,440106
84.0,304.0,440106
85.0,82.0,440106
86.0,202.0,440106
87.0,71.0,440106
88.0,96.0,440106
89.0,482.0,440106
90.0,59.0,440106
361.0,386.0,440106
362.0,513.0,440106
363.0,326.0,440106
364.0,171.0,440106
365.0,55.0,440106
366.0,197.0,440106
367.0,527.0,440106
368.0,66.0,440106
369.0,104.0,440106
370.0,204.0,440106
371.0,141.0,440106
372.0,346.0,440106
373.0,501.0,440106
374.0,439.0,440106
375.0,133.0,440106
376.0,91.0,440106
377.0,38.0,440106
378.0,145.0,440106
379.0,70.0,440106
380.0,50.0,440106
381.0,118.0,440106
382.0,118.0,440106
383.0,525.0,440106
384.0,199.0,440106
385.0,179.0,440106
386.0,444.0,440106
387.0,150.0,440106
388.0,46.0,440106
389.0,445.0,440106
390.0,58.0,440106
91.0,158.0,440106
92.0,190.0,440106
93.0,259.0,440106
94.0,357.0,440106
95.0,421.0,440106
96.0,280.0,440106
97.0,232.0,440106
98.0,83.0,440106
99.0,160.0,440106
100.0,118.0,440106
101.0,307.0,440106
102.0,108.0,440106
103.0,110.0,440106
104.0,160.0,440106
105.0,666.0,440106
