Sr_no,Marks,Code
1.0,356.0,440505
2.0,79.0,440505
3.0,98.0,440505
4.0,320.0,440505
5.0,192.0,440505
6.0,148.0,440505
7.0,65.0,440505
8.0,121.0,440505
9.0,281.0,440505
10.0,102.0,440505
11.0,70.0,440505
12.0,252.0,440505
13.0,135.0,440505
14.0,79.0,440505
15.0,139.0,440505
16.0,680.0,440505
17.0,45.0,440505
18.0,247.0,440505
19.0,160.0,440505
20.0,187.0,440505
21.0,143.0,440505
22.0,84.0,440505
23.0,191.0,440505
24.0,105.0,440505
25.0,99.0,440505
26.0,231.0,440505
27.0,394.0,440505
28.0,346.0,440505
29.0,143.0,440505
30.0,135.0,440505
301.0,128.0,440505
302.0,120.0,440505
303.0,98.0,440505
304.0,50.0,440505
305.0,205.0,440505
306.0,669.0,440505
307.0,115.0,440505
308.0,168.0,440505
309.0,135.0,440505
310.0,138.0,440505
311.0,97.0,440505
312.0,166.0,440505
313.0,232.0,440505
314.0,231.0,440505
315.0,37.0,440505
316.0,556.0,440505
317.0,220.0,440505
318.0,23.0,440505
319.0,28.0,440505
320.0,65.0,440505
321.0,440.0,440505
322.0,280.0,440505
323.0,279.0,440505
324.0,133.0,440505
325.0,60.0,440505
326.0,377.0,440505
327.0,102.0,440505
328.0,95.0,440505
329.0,292.0,440505
330.0,445.0,440505
31.0,356.0,440505
32.0,176.0,440505
33.0,179.0,440505
34.0,187.0,440505
35.0,226.0,440505
36.0,68.0,440505
37.0,266.0,440505
38.0,118.0,440505
39.0,253.0,440505
40.0,216.0,440505
41.0,58.0,440505
42.0,403.0,440505
43.0,143.0,440505
44.0,38.0,440505
45.0,516.0,440505
46.0,114.0,440505
47.0,200.0,440505
48.0,176.0,440505
49.0,362.0,440505
50.0,676.0,440505
51.0,145.0,440505
52.0,55.0,440505
53.0,45.0,440505
54.0,140.0,440505
55.0,668.0,440505
56.0,67.0,440505
57.0,401.0,440505
58.0,50.0,440505
59.0,297.0,440505
60.0,188.0,440505
331.0,289.0,440505
332.0,319.0,440505
333.0,37.0,440505
334.0,104.0,440505
335.0,519.0,440505
336.0,29.0,440505
337.0,223.0,440505
338.0,265.0,440505
339.0,224.0,440505
340.0,121.0,440505
341.0,234.0,440505
342.0,515.0,440505
343.0,102.0,440505
344.0,153.0,440505
345.0,31.0,440505
346.0,426.0,440505
347.0,105.0,440505
348.0,59.0,440505
349.0,186.0,440505
350.0,508.0,440505
351.0,539.0,440505
352.0,324.0,440505
353.0,79.0,440505
354.0,106.0,440505
355.0,471.0,440505
356.0,-36.0,440505
357.0,317.0,440505
358.0,305.0,440505
359.0,96.0,440505
360.0,155.0,440505
61.0,334.0,440505
62.0,15.0,440505
63.0,202.0,440505
64.0,192.0,440505
65.0,55.0,440505
66.0,334.0,440505
67.0,184.0,440505
68.0,129.0,440505
69.0,399.0,440505
70.0,80.0,440505
71.0,69.0,440505
72.0,232.0,440505
73.0,480.0,440505
74.0,502.0,440505
75.0,163.0,440505
76.0,316.0,440505
77.0,323.0,440505
78.0,158.0,440505
79.0,286.0,440505
80.0,100.0,440505
81.0,51.0,440505
82.0,36.0,440505
83.0,540.0,440505
84.0,627.0,440505
85.0,597.0,440505
86.0,221.0,440505
87.0,287.0,440505
88.0,310.0,440505
89.0,455.0,440505
90.0,95.0,440505
361.0,61.0,440505
362.0,7.0,440505
363.0,117.0,440505
364.0,160.0,440505
365.0,657.0,440505
366.0,525.0,440505
367.0,590.0,440505
368.0,176.0,440505
369.0,137.0,440505
370.0,156.0,440505
371.0,206.0,440505
372.0,73.0,440505
373.0,125.0,440505
374.0,422.0,440505
375.0,302.0,440505
376.0,226.0,440505
377.0,379.0,440505
378.0,66.0,440505
379.0,123.0,440505
380.0,70.0,440505
381.0,66.0,440505
382.0,391.0,440505
383.0,340.0,440505
384.0,45.0,440505
385.0,118.0,440505
386.0,114.0,440505
387.0,58.0,440505
388.0,149.0,440505
389.0,170.0,440505
390.0,622.0,440505
91.0,236.0,440505
92.0,126.0,440505
93.0,134.0,440505
94.0,251.0,440505
95.0,449.0,440505
96.0,458.0,440505
97.0,169.0,440505
98.0,197.0,440505
99.0,119.0,440505
100.0,139.0,440505
101.0,303.0,440505
102.0,198.0,440505
103.0,180.0,440505
104.0,160.0,440505
105.0,67.0,440505
106.0,250.0,440505
107.0,199.0,440505
108.0,128.0,440505
109.0,308.0,440505
110.0,144.0,440505
111.0,307.0,440505
112.0,280.0,440505
113.0,50.0,440505
114.0,85.0,440505
115.0,399.0,440505
116.0,75.0,440505
117.0,68.0,440505
118.0,456.0,440505
119.0,478.0,440505
120.0,349.0,440505
391.0,435.0,440505
392.0,126.0,440505
393.0,90.0,440505
394.0,127.0,440505
395.0,226.0,440505
396.0,467.0,440505
397.0,43.0,440505
398.0,326.0,440505
399.0,121.0,440505
400.0,245.0,440505
401.0,294.0,440505
402.0,140.0,440505
403.0,578.0,440505
404.0,266.0,440505
405.0,48.0,440505
406.0,93.0,440505
407.0,501.0,440505
408.0,417.0,440505
409.0,254.0,440505
410.0,-2.0,440505
411.0,690.0,440505
412.0,278.0,440505
413.0,121.0,440505
414.0,113.0,440505
415.0,319.0,440505
416.0,525.0,440505
417.0,479.0,440505
418.0,113.0,440505
419.0,235.0,440505
420.0,384.0,440505
121.0,292.0,440505
122.0,103.0,440505
123.0,307.0,440505
124.0,26.0,440505
125.0,99.0,440505
126.0,243.0,440505
127.0,66.0,440505
128.0,239.0,440505
129.0,131.0,440505
130.0,168.0,440505
