Sr_no,Marks,Code
1.0,141.0,222604
2.0,105.0,222604
3.0,250.0,222604
4.0,260.0,222604
5.0,170.0,222604
6.0,163.0,222604
7.0,81.0,222604
8.0,211.0,222604
9.0,41.0,222604
10.0,227.0,222604
11.0,174.0,222604
12.0,119.0,222604
13.0,179.0,222604
14.0,482.0,222604
15.0,156.0,222604
16.0,135.0,222604
17.0,193.0,222604
18.0,184.0,222604
19.0,233.0,222604
20.0,179.0,222604
21.0,95.0,222604
22.0,132.0,222604
23.0,75.0,222604
24.0,83.0,222604
25.0,290.0,222604
26.0,206.0,222604
27.0,209.0,222604
28.0,551.0,222604
29.0,125.0,222604
30.0,107.0,222604
301.0,127.0,222604
302.0,94.0,222604
303.0,166.0,222604
304.0,86.0,222604
305.0,89.0,222604
306.0,55.0,222604
307.0,136.0,222604
308.0,361.0,222604
309.0,537.0,222604
310.0,193.0,222604
311.0,356.0,222604
312.0,110.0,222604
313.0,67.0,222604
314.0,207.0,222604
315.0,190.0,222604
316.0,147.0,222604
317.0,414.0,222604
318.0,65.0,222604
319.0,90.0,222604
320.0,51.0,222604
321.0,64.0,222604
322.0,171.0,222604
323.0,273.0,222604
324.0,312.0,222604
325.0,255.0,222604
326.0,139.0,222604
327.0,475.0,222604
328.0,49.0,222604
329.0,110.0,222604
330.0,303.0,222604
31.0,92.0,222604
32.0,114.0,222604
33.0,51.0,222604
34.0,322.0,222604
35.0,91.0,222604
36.0,316.0,222604
37.0,65.0,222604
38.0,99.0,222604
39.0,191.0,222604
40.0,62.0,222604
41.0,197.0,222604
42.0,58.0,222604
43.0,94.0,222604
44.0,72.0,222604
45.0,162.0,222604
46.0,71.0,222604
47.0,163.0,222604
48.0,34.0,222604
49.0,66.0,222604
50.0,80.0,222604
51.0,195.0,222604
52.0,236.0,222604
53.0,80.0,222604
54.0,100.0,222604
55.0,236.0,222604
56.0,142.0,222604
57.0,60.0,222604
58.0,165.0,222604
59.0,237.0,222604
60.0,193.0,222604
331.0,92.0,222604
332.0,80.0,222604
333.0,303.0,222604
334.0,303.0,222604
335.0,206.0,222604
336.0,93.0,222604
337.0,18.0,222604
338.0,156.0,222604
339.0,490.0,222604
340.0,99.0,222604
341.0,377.0,222604
342.0,283.0,222604
343.0,175.0,222604
344.0,182.0,222604
345.0,62.0,222604
346.0,222.0,222604
347.0,75.0,222604
348.0,240.0,222604
349.0,39.0,222604
350.0,48.0,222604
351.0,110.0,222604
352.0,517.0,222604
61.0,123.0,222604
62.0,92.0,222604
63.0,181.0,222604
64.0,78.0,222604
65.0,177.0,222604
66.0,92.0,222604
67.0,52.0,222604
68.0,110.0,222604
69.0,131.0,222604
70.0,67.0,222604
71.0,81.0,222604
72.0,392.0,222604
73.0,462.0,222604
74.0,215.0,222604
75.0,108.0,222604
76.0,141.0,222604
77.0,236.0,222604
78.0,115.0,222604
79.0,191.0,222604
80.0,67.0,222604
81.0,170.0,222604
82.0,91.0,222604
83.0,95.0,222604
84.0,139.0,222604
85.0,65.0,222604
86.0,75.0,222604
87.0,294.0,222604
88.0,84.0,222604
89.0,60.0,222604
90.0,503.0,222604
91.0,309.0,222604
92.0,108.0,222604
93.0,103.0,222604
94.0,127.0,222604
95.0,95.0,222604
96.0,108.0,222604
97.0,421.0,222604
98.0,232.0,222604
99.0,78.0,222604
100.0,140.0,222604
101.0,244.0,222604
102.0,31.0,222604
103.0,165.0,222604
104.0,474.0,222604
105.0,112.0,222604
106.0,90.0,222604
107.0,79.0,222604
108.0,358.0,222604
109.0,149.0,222604
110.0,133.0,222604
111.0,122.0,222604
112.0,268.0,222604
113.0,68.0,222604
114.0,115.0,222604
115.0,125.0,222604
116.0,72.0,222604
117.0,157.0,222604
118.0,206.0,222604
119.0,72.0,222604
120.0,293.0,222604
121.0,292.0,222604
122.0,573.0,222604
123.0,36.0,222604
124.0,148.0,222604
125.0,181.0,222604
126.0,143.0,222604
127.0,65.0,222604
128.0,192.0,222604
129.0,38.0,222604
130.0,109.0,222604
131.0,120.0,222604
132.0,374.0,222604
133.0,174.0,222604
134.0,127.0,222604
135.0,218.0,222604
136.0,222.0,222604
137.0,276.0,222604
138.0,264.0,222604
139.0,88.0,222604
140.0,220.0,222604
141.0,340.0,222604
142.0,62.0,222604
143.0,99.0,222604
144.0,142.0,222604
145.0,112.0,222604
146.0,405.0,222604
147.0,131.0,222604
148.0,670.0,222604
149.0,146.0,222604
150.0,343.0,222604
151.0,126.0,222604
152.0,183.0,222604
153.0,221.0,222604
154.0,247.0,222604
155.0,424.0,222604
156.0,165.0,222604
157.0,457.0,222604
158.0,141.0,222604
159.0,80.0,222604
160.0,321.0,222604
161.0,120.0,222604
162.0,97.0,222604
163.0,112.0,222604
164.0,117.0,222604
165.0,88.0,222604
166.0,406.0,222604
167.0,109.0,222604
168.0,89.0,222604
169.0,113.0,222604
170.0,77.0,222604
171.0,111.0,222604
172.0,115.0,222604
173.0,58.0,222604
174.0,479.0,222604
175.0,75.0,222604
176.0,148.0,222604
177.0,162.0,222604
178.0,146.0,222604
179.0,119.0,222604
180.0,148.0,222604
181.0,60.0,222604
182.0,65.0,222604
183.0,75.0,222604
184.0,75.0,222604
185.0,442.0,222604
186.0,148.0,222604
187.0,91.0,222604
188.0,175.0,222604
189.0,135.0,222604
190.0,64.0,222604
191.0,320.0,222604
192.0,150.0,222604
193.0,167.0,222604
194.0,410.0,222604
195.0,13.0,222604
196.0,179.0,222604
197.0,299.0,222604
198.0,230.0,222604
199.0,89.0,222604
200.0,158.0,222604
201.0,576.0,222604
202.0,141.0,222604
203.0,367.0,222604
204.0,96.0,222604
205.0,84.0,222604
206.0,104.0,222604
207.0,105.0,222604
208.0,129.0,222604
209.0,325.0,222604
210.0,140.0,222604
211.0,56.0,222604
212.0,224.0,222604
213.0,99.0,222604
214.0,128.0,222604
215.0,350.0,222604
216.0,255.0,222604
217.0,286.0,222604
218.0,57.0,222604
219.0,110.0,222604
220.0,156.0,222604
221.0,469.0,222604
222.0,290.0,222604
223.0,217.0,222604
224.0,53.0,222604
225.0,187.0,222604
226.0,105.0,222604
227.0,90.0,222604
228.0,190.0,222604
229.0,15.0,222604
230.0,551.0,222604
231.0,229.0,222604
232.0,188.0,222604
233.0,127.0,222604
234.0,495.0,222604
235.0,149.0,222604
236.0,76.0,222604
237.0,59.0,222604
238.0,81.0,222604
239.0,79.0,222604
240.0,196.0,222604
241.0,240.0,222604
242.0,125.0,222604
243.0,89.0,222604
244.0,44.0,222604
245.0,112.0,222604
246.0,62.0,222604
247.0,104.0,222604
248.0,74.0,222604
249.0,240.0,222604
250.0,364.0,222604
251.0,120.0,222604
252.0,106.0,222604
253.0,135.0,222604
254.0,297.0,222604
255.0,181.0,222604
256.0,69.0,222604
257.0,640.0,222604
258.0,105.0,222604
259.0,70.0,222604
260.0,64.0,222604
261.0,204.0,222604
262.0,62.0,222604
263.0,82.0,222604
264.0,121.0,222604
265.0,118.0,222604
266.0,53.0,222604
267.0,118.0,222604
268.0,130.0,222604
269.0,90.0,222604
270.0,92.0,222604
271.0,31.0,222604
272.0,140.0,222604
273.0,131.0,222604
274.0,217.0,222604
275.0,257.0,222604
276.0,189.0,222604
277.0,186.0,222604
278.0,58.0,222604
279.0,122.0,222604
280.0,85.0,222604
281.0,101.0,222604
282.0,88.0,222604
283.0,114.0,222604
284.0,92.0,222604
285.0,156.0,222604
286.0,172.0,222604
287.0,194.0,222604
288.0,129.0,222604
289.0,123.0,222604
290.0,159.0,222604
