Sr_no,Marks,Code
1.0,396.0,381401
2.0,124.0,381401
3.0,183.0,381401
4.0,94.0,381401
5.0,337.0,381401
6.0,53.0,381401
7.0,209.0,381401
8.0,99.0,381401
9.0,153.0,381401
10.0,164.0,381401
11.0,121.0,381401
12.0,342.0,381401
13.0,75.0,381401
14.0,279.0,381401
15.0,129.0,381401
16.0,318.0,381401
17.0,148.0,381401
18.0,114.0,381401
19.0,170.0,381401
20.0,265.0,381401
21.0,133.0,381401
22.0,85.0,381401
23.0,215.0,381401
24.0,265.0,381401
25.0,113.0,381401
26.0,211.0,381401
27.0,540.0,381401
28.0,215.0,381401
29.0,45.0,381401
30.0,230.0,381401
301.0,126.0,381401
302.0,244.0,381401
303.0,108.0,381401
304.0,625.0,381401
305.0,303.0,381401
306.0,50.0,381401
307.0,242.0,381401
308.0,96.0,381401
309.0,378.0,381401
310.0,202.0,381401
311.0,351.0,381401
312.0,165.0,381401
313.0,89.0,381401
314.0,329.0,381401
315.0,417.0,381401
316.0,559.0,381401
317.0,108.0,381401
318.0,508.0,381401
319.0,212.0,381401
320.0,146.0,381401
321.0,48.0,381401
322.0,87.0,381401
323.0,178.0,381401
324.0,176.0,381401
325.0,80.0,381401
326.0,322.0,381401
327.0,28.0,381401
328.0,578.0,381401
329.0,38.0,381401
330.0,351.0,381401
601.0,125.0,381401
602.0,418.0,381401
603.0,476.0,381401
604.0,558.0,381401
605.0,140.0,381401
606.0,400.0,381401
607.0,203.0,381401
608.0,79.0,381401
609.0,74.0,381401
610.0,147.0,381401
611.0,187.0,381401
612.0,507.0,381401
613.0,13.0,381401
614.0,160.0,381401
615.0,29.0,381401
616.0,108.0,381401
617.0,34.0,381401
618.0,60.0,381401
619.0,85.0,381401
620.0,411.0,381401
621.0,338.0,381401
622.0,59.0,381401
623.0,161.0,381401
624.0,459.0,381401
625.0,484.0,381401
626.0,90.0,381401
627.0,144.0,381401
628.0,190.0,381401
629.0,156.0,381401
630.0,539.0,381401
31.0,300.0,381401
32.0,651.0,381401
33.0,543.0,381401
34.0,81.0,381401
35.0,505.0,381401
36.0,437.0,381401
37.0,362.0,381401
38.0,269.0,381401
39.0,646.0,381401
40.0,323.0,381401
41.0,25.0,381401
42.0,184.0,381401
43.0,155.0,381401
44.0,175.0,381401
45.0,125.0,381401
46.0,450.0,381401
47.0,131.0,381401
48.0,182.0,381401
49.0,160.0,381401
50.0,266.0,381401
51.0,123.0,381401
52.0,533.0,381401
53.0,276.0,381401
54.0,297.0,381401
55.0,379.0,381401
56.0,308.0,381401
57.0,464.0,381401
58.0,271.0,381401
59.0,279.0,381401
60.0,437.0,381401
331.0,72.0,381401
332.0,45.0,381401
333.0,415.0,381401
334.0,163.0,381401
335.0,491.0,381401
336.0,296.0,381401
337.0,573.0,381401
338.0,630.0,381401
339.0,238.0,381401
340.0,509.0,381401
341.0,93.0,381401
342.0,233.0,381401
343.0,39.0,381401
