Sr_no,Marks,Code
1.0,100.0,420116
2.0,67.0,420116
3.0,61.0,420116
4.0,62.0,420116
5.0,390.0,420116
6.0,248.0,420116
7.0,95.0,420116
8.0,278.0,420116
9.0,70.0,420116
10.0,558.0,420116
11.0,146.0,420116
12.0,-9.0,420116
13.0,104.0,420116
14.0,170.0,420116
15.0,416.0,420116
16.0,143.0,420116
17.0,397.0,420116
18.0,241.0,420116
19.0,257.0,420116
20.0,148.0,420116
21.0,231.0,420116
22.0,90.0,420116
23.0,55.0,420116
24.0,529.0,420116
25.0,91.0,420116
26.0,538.0,420116
27.0,251.0,420116
28.0,39.0,420116
29.0,70.0,420116
30.0,80.0,420116
301.0,223.0,420116
302.0,274.0,420116
303.0,125.0,420116
304.0,41.0,420116
305.0,297.0,420116
306.0,259.0,420116
307.0,600.0,420116
308.0,458.0,420116
309.0,227.0,420116
310.0,106.0,420116
311.0,106.0,420116
312.0,380.0,420116
313.0,8.0,420116
314.0,238.0,420116
315.0,39.0,420116
316.0,150.0,420116
317.0,212.0,420116
318.0,177.0,420116
319.0,434.0,420116
320.0,51.0,420116
321.0,228.0,420116
322.0,256.0,420116
323.0,107.0,420116
324.0,374.0,420116
325.0,49.0,420116
326.0,52.0,420116
327.0,68.0,420116
328.0,386.0,420116
329.0,295.0,420116
330.0,334.0,420116
31.0,297.0,420116
32.0,148.0,420116
33.0,398.0,420116
34.0,370.0,420116
35.0,258.0,420116
36.0,106.0,420116
37.0,543.0,420116
38.0,375.0,420116
39.0,76.0,420116
40.0,73.0,420116
41.0,259.0,420116
42.0,360.0,420116
43.0,91.0,420116
44.0,293.0,420116
45.0,195.0,420116
46.0,123.0,420116
47.0,446.0,420116
48.0,35.0,420116
49.0,490.0,420116
50.0,120.0,420116
51.0,202.0,420116
52.0,535.0,420116
53.0,134.0,420116
54.0,85.0,420116
55.0,145.0,420116
56.0,435.0,420116
57.0,477.0,420116
58.0,127.0,420116
59.0,70.0,420116
60.0,162.0,420116
331.0,87.0,420116
332.0,174.0,420116
333.0,305.0,420116
334.0,200.0,420116
335.0,412.0,420116
336.0,125.0,420116
337.0,139.0,420116
338.0,293.0,420116
339.0,206.0,420116
340.0,26.0,420116
341.0,317.0,420116
342.0,236.0,420116
343.0,326.0,420116
344.0,311.0,420116
345.0,123.0,420116
346.0,82.0,420116
347.0,235.0,420116
348.0,165.0,420116
349.0,71.0,420116
350.0,443.0,420116
351.0,216.0,420116
352.0,183.0,420116
353.0,617.0,420116
354.0,19.0,420116
355.0,305.0,420116
356.0,162.0,420116
357.0,40.0,420116
358.0,125.0,420116
359.0,118.0,420116
360.0,359.0,420116
61.0,183.0,420116
62.0,315.0,420116
63.0,139.0,420116
64.0,216.0,420116
65.0,544.0,420116
66.0,133.0,420116
67.0,272.0,420116
68.0,142.0,420116
69.0,552.0,420116
70.0,228.0,420116
71.0,43.0,420116
72.0,362.0,420116
73.0,310.0,420116
74.0,107.0,420116
75.0,211.0,420116
76.0,690.0,420116
77.0,157.0,420116
78.0,104.0,420116
79.0,46.0,420116
80.0,512.0,420116
81.0,366.0,420116
82.0,231.0,420116
83.0,249.0,420116
84.0,190.0,420116
85.0,100.0,420116
86.0,93.0,420116
87.0,215.0,420116
88.0,70.0,420116
89.0,179.0,420116
90.0,293.0,420116
361.0,265.0,420116
362.0,539.0,420116
363.0,244.0,420116
364.0,66.0,420116
365.0,9.0,420116
366.0,38.0,420116
367.0,352.0,420116
368.0,238.0,420116
369.0,630.0,420116
370.0,133.0,420116
371.0,45.0,420116
372.0,102.0,420116
373.0,263.0,420116
374.0,162.0,420116
375.0,460.0,420116
376.0,357.0,420116
377.0,316.0,420116
378.0,160.0,420116
379.0,26.0,420116
380.0,308.0,420116
381.0,389.0,420116
382.0,421.0,420116
383.0,569.0,420116
384.0,255.0,420116
385.0,84.0,420116
386.0,303.0,420116
387.0,266.0,420116
388.0,387.0,420116
389.0,220.0,420116
390.0,398.0,420116
91.0,113.0,420116
92.0,429.0,420116
93.0,124.0,420116
94.0,142.0,420116
95.0,190.0,420116
96.0,348.0,420116
97.0,173.0,420116
98.0,318.0,420116
99.0,236.0,420116
100.0,63.0,420116
101.0,310.0,420116
102.0,329.0,420116
103.0,186.0,420116
104.0,96.0,420116
105.0,55.0,420116
106.0,45.0,420116
107.0,345.0,420116
108.0,58.0,420116
109.0,212.0,420116
110.0,37.0,420116
111.0,84.0,420116
112.0,450.0,420116
113.0,200.0,420116
114.0,245.0,420116
115.0,565.0,420116
116.0,96.0,420116
117.0,442.0,420116
118.0,315.0,420116
119.0,57.0,420116
120.0,81.0,420116
391.0,377.0,420116
392.0,67.0,420116
393.0,292.0,420116
394.0,161.0,420116
395.0,654.0,420116
396.0,358.0,420116
397.0,366.0,420116
398.0,410.0,420116
399.0,149.0,420116
400.0,368.0,420116
401.0,573.0,420116
402.0,370.0,420116
403.0,166.0,420116
404.0,418.0,420116
405.0,85.0,420116
406.0,116.0,420116
407.0,209.0,420116
408.0,281.0,420116
409.0,223.0,420116
410.0,123.0,420116
411.0,389.0,420116
412.0,122.0,420116
413.0,233.0,420116
414.0,308.0,420116
415.0,262.0,420116
416.0,557.0,420116
417.0,70.0,420116
418.0,381.0,420116
419.0,457.0,420116
420.0,82.0,420116
121.0,578.0,420116
122.0,419.0,420116
123.0,293.0,420116
124.0,281.0,420116
125.0,254.0,420116
126.0,180.0,420116
127.0,410.0,420116
128.0,110.0,420116
129.0,40.0,420116
130.0,124.0,420116
131.0,310.0,420116
132.0,466.0,420116
133.0,208.0,420116
134.0,513.0,420116
135.0,95.0,420116
136.0,274.0,420116
137.0,288.0,420116
138.0,140.0,420116
139.0,355.0,420116
140.0,632.0,420116
141.0,348.0,420116
142.0,143.0,420116
143.0,343.0,420116
144.0,166.0,420116
145.0,110.0,420116
146.0,524.0,420116
147.0,42.0,420116
148.0,347.0,420116
149.0,4.0,420116
150.0,230.0,420116
421.0,77.0,420116
422.0,117.0,420116
423.0,467.0,420116
424.0,47.0,420116
425.0,322.0,420116
426.0,299.0,420116
427.0,145.0,420116
428.0,440.0,420116
429.0,63.0,420116
430.0,410.0,420116
431.0,107.0,420116
432.0,686.0,420116
433.0,110.0,420116
434.0,116.0,420116
435.0,125.0,420116
436.0,208.0,420116
437.0,381.0,420116
438.0,372.0,420116
439.0,68.0,420116
440.0,29.0,420116
441.0,192.0,420116
442.0,100.0,420116
443.0,131.0,420116
444.0,83.0,420116
445.0,230.0,420116
446.0,533.0,420116
447.0,162.0,420116
448.0,88.0,420116
449.0,220.0,420116
450.0,63.0,420116
151.0,71.0,420116
152.0,85.0,420116
153.0,38.0,420116
154.0,158.0,420116
155.0,491.0,420116
156.0,244.0,420116
157.0,18.0,420116
