Sr_no,Marks,Code
1.0,657.0,391804
2.0,131.0,391804
3.0,180.0,391804
4.0,262.0,391804
5.0,647.0,391804
6.0,190.0,391804
7.0,615.0,391804
8.0,245.0,391804
9.0,665.0,391804
10.0,313.0,391804
11.0,181.0,391804
12.0,276.0,391804
13.0,94.0,391804
14.0,229.0,391804
15.0,126.0,391804
16.0,521.0,391804
17.0,319.0,391804
18.0,544.0,391804
19.0,23.0,391804
20.0,539.0,391804
21.0,120.0,391804
22.0,283.0,391804
23.0,25.0,391804
24.0,105.0,391804
25.0,125.0,391804
26.0,247.0,391804
27.0,121.0,391804
28.0,627.0,391804
29.0,151.0,391804
30.0,652.0,391804
301.0,195.0,391804
302.0,60.0,391804
303.0,247.0,391804
304.0,448.0,391804
305.0,195.0,391804
306.0,177.0,391804
307.0,142.0,391804
308.0,402.0,391804
309.0,241.0,391804
310.0,206.0,391804
311.0,340.0,391804
312.0,320.0,391804
313.0,237.0,391804
314.0,356.0,391804
315.0,115.0,391804
316.0,513.0,391804
317.0,705.0,391804
318.0,290.0,391804
319.0,271.0,391804
320.0,293.0,391804
321.0,299.0,391804
322.0,631.0,391804
323.0,51.0,391804
324.0,597.0,391804
325.0,427.0,391804
326.0,340.0,391804
327.0,174.0,391804
328.0,301.0,391804
329.0,316.0,391804
330.0,137.0,391804
31.0,65.0,391804
32.0,91.0,391804
33.0,645.0,391804
34.0,229.0,391804
35.0,88.0,391804
36.0,494.0,391804
37.0,113.0,391804
38.0,414.0,391804
39.0,253.0,391804
40.0,88.0,391804
41.0,121.0,391804
42.0,106.0,391804
43.0,65.0,391804
44.0,556.0,391804
45.0,552.0,391804
46.0,340.0,391804
47.0,519.0,391804
48.0,620.0,391804
49.0,255.0,391804
50.0,673.0,391804
51.0,234.0,391804
52.0,279.0,391804
53.0,29.0,391804
54.0,50.0,391804
55.0,651.0,391804
56.0,207.0,391804
57.0,309.0,391804
58.0,165.0,391804
59.0,90.0,391804
60.0,562.0,391804
331.0,322.0,391804
332.0,254.0,391804
333.0,76.0,391804
334.0,149.0,391804
335.0,583.0,391804
336.0,642.0,391804
337.0,563.0,391804
338.0,368.0,391804
339.0,179.0,391804
340.0,221.0,391804
341.0,165.0,391804
342.0,123.0,391804
343.0,104.0,391804
344.0,390.0,391804
345.0,131.0,391804
346.0,40.0,391804
347.0,612.0,391804
348.0,327.0,391804
349.0,145.0,391804
350.0,450.0,391804
351.0,164.0,391804
352.0,194.0,391804
353.0,357.0,391804
354.0,264.0,391804
355.0,321.0,391804
356.0,152.0,391804
357.0,295.0,391804
358.0,589.0,391804
359.0,112.0,391804
360.0,51.0,391804
61.0,618.0,391804
62.0,379.0,391804
63.0,117.0,391804
64.0,55.0,391804
65.0,450.0,391804
66.0,241.0,391804
67.0,193.0,391804
68.0,418.0,391804
69.0,705.0,391804
70.0,42.0,391804
71.0,475.0,391804
72.0,175.0,391804
73.0,218.0,391804
74.0,161.0,391804
75.0,188.0,391804
76.0,696.0,391804
77.0,324.0,391804
78.0,417.0,391804
79.0,521.0,391804
80.0,337.0,391804
81.0,156.0,391804
82.0,482.0,391804
83.0,487.0,391804
84.0,511.0,391804
85.0,477.0,391804
86.0,117.0,391804
87.0,234.0,391804
88.0,100.0,391804
89.0,260.0,391804
90.0,110.0,391804
361.0,269.0,391804
362.0,58.0,391804
363.0,431.0,391804
364.0,90.0,391804
365.0,172.0,391804
366.0,247.0,391804
367.0,220.0,391804
368.0,635.0,391804
369.0,159.0,391804
370.0,153.0,391804
371.0,336.0,391804
372.0,162.0,391804
373.0,529.0,391804
374.0,405.0,391804
375.0,239.0,391804
