Sr_no,Marks,Code
1,146,271241
2,259,271241
3,383,271241
4,533,271241
5,628,271241
6,680,271241
7,314,271241
8,87,271241
9,417,271241
10,67,271241
11,130,271241
12,96,271241
13,364,271241
14,250,271241
15,434,271241
16,690,271241
17,245,271241
18,175,271241
19,120,271241
20,196,271241
21,442,271241
22,40,271241
23,67,271241
24,50,271241
25,110,271241
26,184,271241
27,416,271241
28,148,271241
29,207,271241
30,503,271241
31,541,271241
32,83,271241
33,593,271241
34,122,271241
35,110,271241
36,20,271241
37,585,271241
38,271,271241
39,158,271241
40,107,271241
41,144,271241
42,187,271241
43,352,271241
44,123,271241
45,500,271241
46,301,271241
47,74,271241
48,312,271241
49,171,271241
50,239,271241
51,201,271241
52,472,271241
53,58,271241
54,260,271241
55,362,271241
56,638,271241
57,208,271241
58,17,271241
59,660,271241
60,256,271241
61,565,271241
62,160,271241
63,188,271241
64,171,271241
65,568,271241
66,143,271241
67,358,271241
68,50,271241
69,398,271241
70,190,271241
71,182,271241
72,75,271241
73,269,271241
74,523,271241
75,237,271241
76,202,271241
77,396,271241
78,435,271241
79,213,271241
80,381,271241
81,100,271241
82,372,271241
83,248,271241
84,199,271241
85,106,271241
86,260,271241
87,111,271241
88,167,271241
89,135,271241
90,151,271241
91,96,271241
92,346,271241
93,280,271241
94,214,271241
95,113,271241
96,364,271241
97,575,271241
98,611,271241
99,430,271241
100,268,271241
101,497,271241
102,234,271241
103,227,271241
104,251,271241
105,282,271241
106,178,271241
107,280,271241
108,185,271241
109,84,271241
110,401,271241
111,299,271241
112,592,271241
113,209,271241
114,124,271241
115,464,271241
116,155,271241
117,258,271241
118,555,271241
119,323,271241
120,449,271241
121,617,271241
122,85,271241
123,196,271241
124,384,271241
125,73,271241
126,271,271241
127,81,271241
128,55,271241
129,385,271241
130,444,271241
131,287,271241
132,242,271241
133,104,271241
134,94,271241
135,691,271241
136,185,271241
137,105,271241
138,411,271241
139,472,271241
140,528,271241
141,568,271241
142,399,271241
143,340,271241
144,325,271241
145,231,271241
146,314,271241
147,293,271241
148,116,271241
149,93,271241
150,281,271241
151,218,271241
152,386,271241
153,409,271241
154,585,271241
155,237,271241
156,360,271241
157,46,271241
158,440,271241
159,112,271241
160,479,271241
161,126,271241
162,29,271241
163,217,271241
164,372,271241
165,512,271241
166,125,271241
167,609,271241
168,110,271241
169,150,271241
170,660,271241
171,256,271241
172,71,271241
173,135,271241
174,503,271241
175,360,271241
176,158,271241
177,516,271241
178,454,271241
179,16,271241
180,15,271241
181,305,271241
182,408,271241
183,382,271241
184,97,271241
185,175,271241
186,705,271241
187,150,271241
188,676,271241
189,251,271241
190,136,271241
191,147,271241
192,23,271241
193,53,271241
194,380,271241
195,65,271241
196,154,271241
197,517,271241
198,104,271241
199,144,271241
200,209,271241
201,12,271241
202,191,271241
203,299,271241
204,190,271241
205,371,271241
206,179,271241
207,417,271241
208,511,271241
209,56,271241
210,605,271241
211,114,271241
212,548,271241
213,395,271241
214,225,271241
215,271,271241
216,175,271241
217,125,271241
218,582,271241
219,298,271241
220,136,271241
221,324,271241
222,197,271241
223,631,271241
224,184,271241
225,500,271241
226,225,271241
227,205,271241
228,409,271241
229,145,271241
230,25,271241
231,396,271241
232,99,271241
233,181,271241
234,189,271241
235,139,271241
236,451,271241
237,97,271241
238,540,271241
239,541,271241
240,619,271241
241,110,271241
242,603,271241
243,101,271241
244,229,271241
245,582,271241
246,606,271241
247,182,271241
248,292,271241
249,67,271241
250,170,271241
251,613,271241
252,236,271241
253,266,271241
254,513,271241
255,242,271241
256,572,271241
257,493,271241
258,518,271241
259,174,271241
260,215,271241
261,135,271241
262,399,271241
263,213,271241
264,584,271241
265,358,271241
266,58,271241
267,639,271241
268,578,271241
269,110,271241
270,421,271241
271,267,271241
272,115,271241
273,250,271241
274,251,271241
275,283,271241
276,105,271241
277,194,271241
278,488,271241
279,198,271241
280,153,271241
281,710,271241
282,470,271241
283,120,271241
284,201,271241
285,550,271241
286,208,271241
287,362,271241
288,121,271241
289,29,271241
290,455,271241
291,370,271241
292,220,271241
293,350,271241
294,132,271241
295,45,271241
296,86,271241
297,54,271241
298,71,271241
299,560,271241
300,110,271241
