Sr_no,Marks,Code
1,190,122101
2,49,122101
3,120,122101
4,132,122101
5,494,122101
6,452,122101
7,86,122101
8,124,122101
9,537,122101
10,114,122101
11,202,122101
12,124,122101
13,171,122101
14,54,122101
15,602,122101
16,43,122101
17,356,122101
18,80,122101
19,158,122101
20,176,122101
21,13,122101
22,137,122101
23,111,122101
24,157,122101
25,367,122101
26,358,122101
27,246,122101
28,129,122101
29,188,122101
30,272,122101
301,282,122101
302,167,122101
303,141,122101
304,33,122101
305,85,122101
306,198,122101
307,552,122101
308,338,122101
309,469,122101
310,203,122101
311,309,122101
312,442,122101
313,95,122101
314,450,122101
315,81,122101
316,351,122101
317,62,122101
318,315,122101
319,32,122101
320,527,122101
321,193,122101
322,70,122101
323,137,122101
324,334,122101
325,322,122101
326,326,122101
327,115,122101
328,115,122101
329,94,122101
330,227,122101
31,145,122101
32,232,122101
33,177,122101
34,256,122101
35,145,122101
36,132,122101
37,50,122101
38,30,122101
39,205,122101
40,122,122101
41,26,122101
42,431,122101
43,65,122101
44,166,122101
45,81,122101
46,88,122101
47,249,122101
48,447,122101
49,71,122101
50,82,122101
51,75,122101
52,161,122101
53,655,122101
54,212,122101
55,96,122101
56,97,122101
57,376,122101
58,117,122101
59,160,122101
60,115,122101
331,106,122101
332,40,122101
333,307,122101
334,403,122101
335,532,122101
336,145,122101
337,113,122101
338,107,122101
339,121,122101
340,62,122101
341,430,122101
342,61,122101
343,88,122101
344,529,122101
345,236,122101
346,239,122101
347,512,122101
348,79,122101
349,95,122101
350,147,122101
351,74,122101
352,346,122101
353,89,122101
354,56,122101
355,120,122101
356,214,122101
357,210,122101
358,355,122101
359,132,122101
360,326,122101
61,25,122101
62,65,122101
63,245,122101
64,90,122101
65,182,122101
66,55,122101
67,133,122101
68,118,122101
69,246,122101
70,288,122101
71,114,122101
72,56,122101
73,125,122101
74,244,122101
75,271,122101
76,169,122101
77,576,122101
78,120,122101
79,334,122101
80,123,122101
81,138,122101
82,243,122101
83,112,122101
84,106,122101
85,118,122101
86,40,122101
87,532,122101
88,204,122101
89,252,122101
90,60,122101
361,37,122101
362,413,122101
363,120,122101
364,228,122101
365,90,122101
366,392,122101
367,182,122101
368,41,122101
369,261,122101
370,79,122101
371,355,122101
372,39,122101
373,130,122101
374,50,122101
375,120,122101
376,150,122101
377,189,122101
378,102,122101
379,128,122101
380,136,122101
381,309,122101
382,362,122101
383,331,122101
384,293,122101
385,468,122101
386,234,122101
387,462,122101
388,15,122101
389,178,122101
390,58,122101
91,287,122101
92,351,122101
93,390,122101
94,96,122101
95,641,122101
96,88,122101
97,60,122101
98,675,122101
99,182,122101
100,110,122101
101,15,122101
102,205,122101
103,145,122101
104,630,122101
105,36,122101
106,371,122101
107,108,122101
108,194,122101
109,434,122101
110,85,122101
111,409,122101
112,54,122101
113,356,122101
114,279,122101
115,40,122101
116,574,122101
117,283,122101
118,388,122101
119,137,122101
120,314,122101
391,115,122101
392,90,122101
393,290,122101
394,44,122101
395,320,122101
396,523,122101
397,492,122101
398,281,122101
399,98,122101
400,189,122101
401,270,122101
402,179,122101
403,612,122101
404,343,122101
405,151,122101
406,57,122101
407,75,122101
408,447,122101
409,298,122101
410,446,122101
411,-20,122101
412,112,122101
413,141,122101
414,351,122101
415,156,122101
416,104,122101
417,331,122101
418,430,122101
419,183,122101
420,79,122101
121,449,122101
122,120,122101
123,507,122101
124,479,122101
125,413,122101
126,80,122101
127,69,122101
128,118,122101
129,142,122101
130,69,122101
131,188,122101
132,81,122101
133,323,122101
134,104,122101
135,144,122101
136,104,122101
137,605,122101
138,333,122101
139,268,122101
140,329,122101
141,176,122101
142,110,122101
143,51,122101
144,110,122101
145,422,122101
146,175,122101
147,145,122101
148,162,122101
149,42,122101
150,457,122101
421,428,122101
422,288,122101
423,224,122101
424,121,122101
425,67,122101
426,22,122101
427,282,122101
428,77,122101
429,53,122101
430,401,122101
431,232,122101
432,19,122101
433,252,122101
434,27,122101
435,248,122101
436,244,122101
437,244,122101
438,87,122101
439,153,122101
440,262,122101
441,433,122101
442,74,122101
443,433,122101
444,62,122101
445,35,122101
446,65,122101
447,160,122101
448,86,122101
449,78,122101
450,131,122101
151,112,122101
152,214,122101
153,70,122101
154,170,122101
155,231,122101
156,286,122101
157,38,122101
158,217,122101
159,342,122101
160,30,122101
161,70,122101
162,385,122101
163,94,122101
164,239,122101
165,187,122101
166,344,122101
167,75,122101
168,81,122101
169,120,122101
170,498,122101
171,85,122101
172,162,122101
173,116,122101
174,88,122101
175,60,122101
176,181,122101
177,95,122101
178,63,122101
179,36,122101
180,71,122101
451,144,122101
452,184,122101
453,185,122101
454,156,122101
455,37,122101
456,131,122101
457,258,122101
458,46,122101
459,159,122101
460,168,122101
461,10,122101
462,71,122101
463,577,122101
464,90,122101
465,192,122101
466,187,122101
467,224,122101
468,88,122101
469,57,122101
470,167,122101
471,438,122101
472,19,122101
473,73,122101
474,74,122101
475,92,122101
476,116,122101
477,110,122101
478,99,122101
479,140,122101
480,86,122101
181,26,122101
182,132,122101
183,508,122101
184,540,122101
185,330,122101
186,218,122101
187,228,122101
188,170,122101
189,562,122101
190,280,122101
191,67,122101
192,406,122101
193,96,122101
194,100,122101
195,79,122101
196,95,122101
197,589,122101
198,282,122101
199,94,122101
200,164,122101
201,90,122101
202,145,122101
203,186,122101
204,246,122101
205,249,122101
206,430,122101
207,468,122101
208,477,122101
209,130,122101
210,136,122101
481,156,122101
482,104,122101
483,411,122101
484,70,122101
485,258,122101
486,155,122101
487,66,122101
488,336,122101
489,110,122101
490,570,122101
491,120,122101
492,-5,122101
493,369,122101
494,284,122101
495,389,122101
496,327,122101
497,391,122101
498,156,122101
499,384,122101
500,45,122101
501,94,122101
502,56,122101
503,422,122101
504,183,122101
505,118,122101
506,268,122101
507,75,122101
508,125,122101
509,194,122101
510,73,122101
211,90,122101
212,99,122101
213,403,122101
214,158,122101
215,324,122101
216,395,122101
217,143,122101
218,26,122101
219,372,122101
220,348,122101
221,243,122101
222,145,122101
223,38,122101
224,437,122101
225,92,122101
226,505,122101
227,188,122101
228,185,122101
229,274,122101
230,249,122101
231,79,122101
232,397,122101
233,-1,122101
234,101,122101
235,45,122101
236,125,122101
237,159,122101
238,247,122101
239,349,122101
240,23,122101
511,369,122101
512,443,122101
513,66,122101
514,95,122101
515,226,122101
516,422,122101
517,90,122101
518,65,122101
519,35,122101
520,350,122101
521,236,122101
522,256,122101
523,196,122101
524,211,122101
525,368,122101
526,95,122101
527,68,122101
528,451,122101
529,110,122101
530,100,122101
531,86,122101
532,1,122101
533,85,122101
534,155,122101
535,147,122101
536,383,122101
537,77,122101
538,121,122101
539,100,122101
540,415,122101
241,98,122101
242,105,122101
243,305,122101
244,70,122101
245,34,122101
246,551,122101
247,17,122101
248,420,122101
249,115,122101
250,233,122101
251,210,122101
252,296,122101
253,0,122101
254,344,122101
255,206,122101
256,422,122101
257,95,122101
258,433,122101
259,122,122101
260,48,122101
261,273,122101
262,477,122101
263,332,122101
264,485,122101
265,92,122101
266,169,122101
267,96,122101
268,85,122101
269,334,122101
270,90,122101
541,75,122101
542,231,122101
543,501,122101
544,100,122101
545,44,122101
546,149,122101
547,147,122101
548,327,122101
549,461,122101
550,75,122101
551,549,122101
552,146,122101
553,367,122101
554,323,122101
555,35,122101
556,216,122101
557,362,122101
558,71,122101
559,356,122101
560,65,122101
561,390,122101
562,45,122101
563,37,122101
564,80,122101
565,301,122101
566,317,122101
567,251,122101
568,68,122101
569,25,122101
570,146,122101
271,388,122101
272,446,122101
273,380,122101
274,480,122101
275,37,122101
276,161,122101
277,77,122101
278,164,122101
279,107,122101
280,132,122101
281,162,122101
282,351,122101
283,137,122101
284,507,122101
285,375,122101
286,151,122101
287,133,122101
288,85,122101
289,30,122101
290,65,122101
291,200,122101
292,75,122101
293,265,122101
294,435,122101
295,496,122101
296,194,122101
297,57,122101
298,115,122101
299,117,122101
300,150,122101
571,7,122101
572,185,122101
573,188,122101
574,60,122101
575,503,122101
576,439,122101
577,274,122101
578,251,122101
579,18,122101
580,113,122101
581,187,122101
582,26,122101
